date,usr_id,days_active,cross_sell
2018-08-31,XHN10001843,4,1
2018-08-31,XHN10001847,5,1
2018-08-31,XHN10001851,2,1
2018-08-31,XHN10001858,4,1
2018-08-31,XHN10001861,10,1
2018-08-31,XHN10001863,27,1
2018-08-31,XHN10001865,18,1
2018-08-31,XHN10001868,18,0
2018-08-31,XHN10001871,20,1
2018-08-31,XHN10001875,10,0
2018-08-31,XHN10001878,3,1
2018-08-31,XHN10001888,3,1
2018-08-31,XHN10001896,16,1
2018-08-31,XHN10001897,7,1
2018-08-31,XHN10001899,6,1
2018-08-31,XHN10001904,5,1
2018-08-31,XHN10001907,1,1
2018-08-31,XHN10001908,6,0
2018-08-31,XHN10001912,17,0
2018-08-31,XHN10001915,8,1
2018-08-31,XHN10001916,14,0
2018-08-31,XHN10001919,4,0
2018-08-31,XHN10001921,5,1
2018-08-31,XHN10001922,1,1
2018-08-31,XHN10001924,12,1
2018-08-31,XHN10001925,12,0
2018-08-31,XHN10001926,1,0
2018-08-31,XHN10001929,2,1
2018-08-31,XHN10001934,3,1
2018-08-31,XHN10001948,6,1
2018-08-31,XHN10001955,5,1
2018-08-31,XHN10001959,12,1
2018-08-31,XHN10001971,2,1
2018-08-31,XHN10001972,2,0
2018-08-31,XHN10001975,11,1
2018-08-31,XHN10001980,14,1
2018-08-31,XHN10001982,20,1
2018-08-31,XHN10001986,4,0
2018-08-31,XHN10001990,12,1
2018-08-31,XHN10001991,22,0
2018-08-31,XHN10001993,2,1
2018-08-31,XHN10001996,17,1
2018-08-31,XHN10001997,4,1
2018-08-31,XHN10001998,11,1
2018-08-31,XHN10002005,9,1
2018-08-31,XHN10002010,8,0
2018-08-31,XHN10002014,6,1
2018-08-31,XHN10002015,5,1
2018-08-31,XHN10002023,18,1
2018-08-31,XHN10002028,6,1
2018-08-31,XHN10002031,11,0
2018-08-31,XHN10002032,25,1
2018-08-31,XHN10002034,5,1
2018-08-31,XHN10002038,4,0
2018-08-31,XHN10002042,11,0
2018-08-31,XHN10002044,11,1
2018-08-31,XHN10002045,8,1
2018-08-31,XHN10002059,6,0
2018-08-31,XHN10002061,24,1
2018-08-31,XHN10002065,8,1
2018-08-31,XHN10002066,4,1
2018-08-31,XHN10002071,5,0
2018-08-31,XHN10002074,2,1
2018-08-31,XHN10002075,7,1
2018-08-31,XHN10002079,3,1
2018-08-31,XHN10002081,8,1
2018-08-31,XHN10002089,10,1
2018-08-31,XHN10002090,28,1
2018-08-31,XHN10002103,14,1
2018-08-31,XHN10002104,13,1
2018-08-31,XHN10002108,7,1
2018-08-31,XHN10002109,4,1
2018-08-31,XHN10002111,6,1
2018-08-31,XHN10002115,12,1
2018-08-31,XHN10002117,8,1
2018-08-31,XHN10002118,12,1
2018-08-31,XHN10002123,7,1
2018-08-31,XHN10002125,3,1
2018-08-31,XHN10002128,21,0
2018-08-31,XHN10002130,2,1
2018-08-31,XHN10002133,2,1
2018-08-31,XHN10002139,3,1
2018-08-31,XHN10002140,3,1
2018-08-31,XHN10002142,21,1
2018-08-31,XHN10002144,1,1
2018-08-31,XHN10002149,9,0
2018-08-31,XHN10002152,4,1
2018-08-31,XHN10002153,1,1
2018-08-31,XHN10002160,17,1
2018-08-31,XHN10002166,6,0
2018-08-31,XHN10002169,6,1
2018-08-31,XHN10002173,13,0
2018-08-31,XHN10002179,6,0
2018-08-31,XHN10002183,16,1
2018-08-31,XHN10002187,21,1
2018-08-31,XHN10002188,23,1
2018-08-31,XHN10002189,15,0
2018-08-31,XHN10002192,12,1
2018-08-31,XHN10002204,22,0
2018-08-31,XHN10002208,3,1
2018-08-31,XHN10002209,9,1
2018-08-31,XHN10002210,12,1
2018-08-31,XHN10002222,4,1
2018-08-31,XHN10002242,20,0
2018-08-31,XHN10002248,1,1
2018-08-31,XHN10002256,5,0
2018-08-31,XHN10002258,14,1
2018-08-31,XHN10002266,14,0
2018-08-31,XHN10002275,6,1
2018-08-31,XHN10002279,4,1
2018-08-31,XHN10002281,4,1
2018-08-31,XHN10002282,20,1
2018-08-31,XHN10002285,4,1
2018-08-31,XHN10002287,12,1
2018-08-31,XHN10002289,3,1
2018-08-31,XHN10002290,13,1
2018-08-31,XHN10002300,3,1
2018-08-31,XHN10002307,10,0
2018-08-31,XHN10002309,22,1
2018-08-31,XHN10002314,1,0
2018-08-31,XHN10002324,8,1
2018-08-31,XHN10002331,11,0
2018-08-31,XHN10002333,2,0
2018-08-31,XHN10002337,4,1
2018-08-31,XHN10002339,19,1
2018-08-31,XHN10002344,18,1
2018-08-31,XHN10002346,2,1
2018-08-31,XHN10002353,25,1
2018-08-31,XHN10002355,5,1
2018-08-31,XHN10002360,4,0
2018-08-31,XHN10002364,4,1
2018-08-31,XHN10002367,4,0
2018-08-31,XHN10002369,2,0
2018-08-31,XHN10002375,2,0
2018-08-31,XHN10002378,12,1
2018-08-31,XHN10002394,6,0
2018-08-31,XHN10002396,14,0
2018-08-31,XHN10002404,2,1
2018-08-31,XHN10002405,15,1
2018-08-31,XHN10002408,18,0
2018-08-31,XHN10002409,20,1
2018-08-31,XHN10002410,5,1
2018-08-31,XHN10002414,6,0
2018-08-31,XHN10002415,13,1
2018-08-31,XHN10002420,2,1
2018-08-31,XHN10002430,1,1
2018-08-31,XHN10002433,21,1
2018-08-31,XHN10002434,4,1
2018-08-31,XHN10002435,10,0
2018-08-31,XHN10002436,11,1
2018-08-31,XHN10002439,3,1
2018-08-31,XHN10002440,2,1
2018-08-31,XHN10002441,26,1
2018-08-31,XHN10002445,12,1
2018-08-31,XHN10002446,19,1
2018-08-31,XHN10002447,17,0
2018-08-31,XHN10002449,9,1
2018-08-31,XHN10002450,14,1
2018-08-31,XHN10002465,12,1
2018-08-31,XHN10002474,9,1
2018-08-31,XHN10002478,4,0
2018-08-31,XHN10002480,11,1
2018-08-31,XHN10002483,4,0
2018-08-31,XHN10002484,5,0
2018-08-31,XHN10002486,4,1
2018-08-31,XHN10002492,21,1
2018-08-31,XHN10002496,10,1
2018-08-31,XHN10002506,2,1
2018-08-31,XHN10002516,10,1
2018-08-31,XHN10002517,2,1
2018-08-31,XHN10002518,14,1
2018-08-31,XHN10002522,7,1
2018-08-31,XHN10002523,1,0
2018-08-31,XHN10002530,3,1
2018-08-31,XHN10002533,1,0
2018-08-31,XHN10002537,12,1
2018-08-31,XHN10002538,22,1
2018-08-31,XHN10002540,6,1
2018-08-31,XHN10002547,1,1
2018-08-31,XHN10002549,20,0
2018-08-31,XHN10002550,3,1
2018-08-31,XHN10002563,11,1
2018-08-31,XHN10002564,6,0
2018-08-31,XHN10002570,8,1
2018-08-31,XHN10002583,15,1
2018-08-31,XHN10002585,8,1
2018-08-31,XHN10002589,5,1
2018-08-31,XHN10002596,2,1
2018-08-31,XHN10002597,14,1
2018-08-31,XHN10002598,8,1
2018-08-31,XHN10002599,13,1
2018-08-31,XHN10002601,4,1
2018-08-31,XHN10002607,10,1
2018-08-31,XHN10002609,18,0
2018-08-31,XHN10002611,1,1
2018-08-31,XHN10002614,1,1
2018-08-31,XHN10002620,3,1
2018-08-31,XHN10002621,9,0
2018-08-31,XHN10002627,4,0
2018-08-31,XHN10002632,5,0
2018-08-31,XHN10002640,12,0
2018-08-31,XHN10002646,3,0
2018-08-31,XHN10002650,1,0
2018-08-31,XHN10002654,20,1
2018-08-31,XHN10002655,4,1
2018-08-31,XHN10002659,4,1
2018-08-31,XHN10002666,6,1
2018-08-31,XHN10002670,5,0
2018-08-31,XHN10002671,11,1
2018-08-31,XHN10002676,12,0
2018-08-31,XHN10002677,10,1
2018-08-31,XHN10002685,21,1
2018-08-31,XHN10002692,19,1
2018-08-31,XHN10002693,20,1
2018-08-31,XHN10002696,22,1
2018-08-31,XHN10002700,4,0
2018-08-31,XHN10002702,8,0
2018-08-31,XHN10002707,17,1
2018-08-31,XHN10002711,20,1
2018-08-31,XHN10002715,2,1
2018-08-31,XHN10002720,11,1
2018-08-31,XHN10002726,11,1
2018-08-31,XHN10002727,22,1
2018-08-31,XHN10002733,2,1
2018-08-31,XHN10002743,12,0
2018-08-31,XHN10002744,4,0
2018-08-31,XHN10002750,19,1
2018-08-31,XHN10002756,6,1
2018-08-31,XHN10002760,13,1
2018-08-31,XHN10002762,4,1
2018-08-31,XHN10002769,4,1
2018-08-31,XHN10002772,17,1
2018-08-31,XHN10002780,15,0
2018-08-31,XHN10002781,12,1
2018-08-31,XHN10002789,5,1
2018-08-31,XHN10002792,9,1
2018-08-31,XHN10002809,21,0
2018-08-31,XHN10002817,5,0
2018-08-31,XHN10002818,6,1
2018-08-31,XHN10002833,13,1
2018-08-31,XHN10002835,2,0
2018-08-31,XHN10002839,6,1
2018-08-31,XHN10002843,2,1
2018-08-31,XHN10002851,8,0
2018-08-31,XHN10002856,3,1
2018-08-31,XHN10002857,10,1
2018-08-31,XHN10002858,13,0
2018-08-31,XHN10002866,19,1
2018-08-31,XHN10002868,8,1
2018-08-31,XHN10002875,3,1
2018-08-31,XHN10002880,12,0
2018-08-31,XHN10002883,19,1
2018-08-31,XHN10002885,2,1
2018-08-31,XHN10002886,15,1
2018-08-31,XHN10002889,9,1
2018-08-31,XHN10002890,9,1
2018-08-31,XHN10002897,20,1
2018-08-31,XHN10002904,7,1
2018-08-31,XHN10002909,15,1
2018-08-31,XHN10002919,13,1
2018-08-31,XHN10002920,18,1
2018-08-31,XHN10002921,2,1
2018-08-31,XHN10002924,20,1
2018-08-31,XHN10002927,13,0
2018-08-31,XHN10002928,20,0
2018-08-31,XHN10002929,16,1
2018-08-31,XHN10002932,12,1
2018-08-31,XHN10002933,13,0
2018-08-31,XHN10002935,7,0
2018-08-31,XHN10002941,21,1
2018-08-31,XHN10002946,10,0
2018-08-31,XHN10002953,13,1
2018-08-31,XHN10002956,13,0
2018-08-31,XHN10002959,7,0
2018-08-31,XHN10002964,21,1
2018-08-31,XHN10002968,4,0
2018-08-31,XHN10002980,1,1
2018-08-31,XHN10002985,19,1
2018-08-31,XHN10002992,6,1
2018-08-31,XHN10002993,1,1
2018-08-31,XHN10002995,11,1
2018-08-31,XHN10002996,3,1
2018-08-31,XHN10002997,11,1
2018-08-31,XHN10002998,4,0
2018-08-31,XHN10002999,12,1
2018-08-31,XHN10003008,14,1
2018-08-31,XHN10003011,10,1
2018-08-31,XHN10003015,12,1
2018-08-31,XHN10003019,9,1
2018-08-31,XHN10003023,2,1
2018-08-31,XHN10003027,1,1
2018-08-31,XHN10003031,5,0
2018-08-31,XHN10003033,2,1
2018-08-31,XHN10003034,3,0
2018-08-31,XHN10003035,13,1
2018-08-31,XHN10003039,6,0
2018-08-31,XHN10003041,10,1
2018-08-31,XHN10003042,10,1
2018-08-31,XHN10003046,2,1
2018-08-31,XHN10003054,1,0
2018-08-31,XHN10003055,6,1
2018-08-31,XHN10003057,22,1
2018-08-31,XHN10003058,1,1
2018-08-31,XHN10003059,3,1
2018-08-31,XHN10003060,5,0
2018-08-31,XHN10003061,3,1
2018-08-31,XHN10003062,4,1
2018-08-31,XHN10003067,23,1
2018-08-31,XHN10003068,15,1
2018-08-31,XHN10003076,14,1
2018-08-31,XHN10003080,2,1
2018-08-31,XHN10003081,24,1
2018-08-31,XHN10003088,5,1
2018-08-31,XHN10003108,4,1
2018-08-31,XHN10003112,5,0
2018-08-31,XHN10003116,23,1
2018-08-31,XHN10003118,6,0
2018-08-31,XHN10003119,1,0
2018-08-31,XHN10003120,14,1
2018-08-31,XHN10003122,15,1
2018-08-31,XHN10003125,17,1
2018-08-31,XHN10003126,12,0
2018-08-31,XHN10003131,8,0
2018-08-31,XHN10003139,8,1
2018-08-31,XHN10003140,2,0
2018-08-31,XHN10003145,7,1
2018-08-31,XHN10003151,1,0
2018-08-31,XHN10003157,2,0
2018-08-31,XHN10003164,10,1
2018-08-31,XHN10003167,8,1
2018-08-31,XHN10003175,9,1
2018-08-31,XHN10003176,7,1
2018-08-31,XHN10003180,21,1
2018-08-31,XHN10003183,21,1
2018-08-31,XHN10003186,4,1
2018-08-31,XHN10003195,17,1
2018-08-31,XHN10003201,19,1
2018-08-31,XHN10003203,5,1
2018-08-31,XHN10003204,13,1
2018-08-31,XHN10003207,26,1
2018-08-31,XHN10003213,1,1
2018-08-31,XHN10003218,1,1
2018-08-31,XHN10003219,19,1
2018-08-31,XHN10003221,8,1
2018-08-31,XHN10003235,3,0
2018-08-31,XHN10003238,14,1
2018-08-31,XHN10003239,13,1
2018-08-31,XHN10003241,9,1
2018-08-31,XHN10003245,8,1
2018-08-31,XHN10003247,20,0
2018-08-31,XHN10003251,1,0
2018-08-31,XHN10003258,1,1
2018-08-31,XHN10003260,2,1
2018-08-31,XHN10003261,22,1
2018-08-31,XHN10003266,5,1
2018-08-31,XHN10003272,18,1
2018-08-31,XHN10003274,2,0
2018-08-31,XHN10003283,11,0
2018-08-31,XHN10003294,21,1
2018-08-31,XHN10003301,6,1
2018-08-31,XHN10003303,14,1
2018-08-31,XHN10003306,8,1
2018-08-31,XHN10003311,5,1
2018-08-31,XHN10003316,9,0
2018-08-31,XHN10003323,19,1
2018-08-31,XHN10003328,2,1
2018-08-31,XHN10003330,8,1
2018-08-31,XHN10003331,7,1
2018-08-31,XHN10003334,14,1
2018-08-31,XHN10003336,23,1
2018-08-31,XHN10003339,13,1
2018-08-31,XHN10003341,17,1
2018-08-31,XHN10003343,11,1
2018-08-31,XHN10003353,6,1
2018-08-31,XHN10003358,5,1
2018-08-31,XHN10003365,18,1
2018-08-31,XHN10003368,15,1
2018-08-31,XHN10003369,4,1
2018-08-31,XHN10003372,13,1
2018-08-31,XHN10003373,2,0
2018-08-31,XHN10003377,9,1
2018-08-31,XHN10003379,9,1
2018-08-31,XHN10003385,7,1
2018-08-31,XHN10003387,13,1
2018-08-31,XHN10003391,15,1
2018-08-31,XHN10003395,9,1
2018-08-31,XHN10003396,5,1
2018-08-31,XHN10003400,8,1
2018-08-31,XHN10003402,6,1
2018-08-31,XHN10003412,5,1
2018-08-31,XHN10003414,6,1
2018-08-31,XHN10003415,4,1
2018-08-31,XHN10003416,10,0
2018-08-31,XHN10003418,17,1
2018-08-31,XHN10003422,13,0
2018-08-31,XHN10003431,12,1
2018-08-31,XHN10003438,5,0
2018-08-31,XHN10003441,14,1
2018-08-31,XHN10003442,6,1
2018-08-31,XHN10003447,9,0
2018-08-31,XHN10003458,10,1
2018-08-31,XHN10003461,18,1
2018-08-31,XHN10003464,2,1
2018-08-31,XHN10003465,3,1
2018-08-31,XHN10003474,6,1
2018-08-31,XHN10003475,19,1
2018-08-31,XHN10003478,10,0
2018-08-31,XHN10003483,16,1
2018-08-31,XHN10003484,6,0
2018-08-31,XHN10003486,7,1
2018-08-31,XHN10003487,14,1
2018-08-31,XHN10003491,18,0
2018-08-31,XHN10003493,13,1
2018-08-31,XHN10003498,16,1
2018-08-31,XHN10003499,4,1
2018-08-31,XHN10003500,6,1
2018-08-31,XHN10003504,7,1
2018-08-31,XHN10003511,3,0
2018-08-31,XHN10003515,17,1
2018-08-31,XHN10003517,13,1
2018-08-31,XHN10003518,6,1
2018-08-31,XHN10003519,9,0
2018-08-31,XHN10003520,7,1
2018-08-31,XHN10003529,2,0
2018-08-31,XHN10003537,12,1
2018-08-31,XHN10003543,2,0
2018-08-31,XHN10003545,2,1
2018-08-31,XHN10003547,3,1
2018-08-31,XHN10003553,25,1
2018-08-31,XHN10003555,22,1
2018-08-31,XHN10003558,15,1
2018-08-31,XHN10003560,6,1
2018-08-31,XHN10003561,6,1
2018-08-31,XHN10003562,10,1
2018-08-31,XHN10003564,10,1
2018-08-31,XHN10003567,2,1
2018-08-31,XHN10003578,2,0
2018-08-31,XHN10003584,12,1
2018-08-31,XHN10003596,4,1
2018-08-31,XHN10003600,2,0
2018-08-31,XHN10003602,16,1
2018-08-31,XHN10003607,7,1
2018-08-31,XHN10003609,10,1
2018-08-31,XHN10003617,5,0
2018-08-31,XHN10003620,17,1
2018-08-31,XHN10003623,20,1
2018-08-31,XHN10003632,5,1
2018-08-31,XHN10003637,12,1
2018-08-31,XHN10003644,1,1
2018-08-31,XHN10003648,9,1
2018-08-31,XHN10003649,15,1
2018-08-31,XHN10003650,4,1
2018-08-31,XHN10003657,8,1
2018-08-31,XHN10003673,14,0
2018-08-31,XHN10003680,10,1
2018-08-31,XHN10003685,4,1
2018-08-31,XHN10003688,10,1
2018-08-31,XHN10003692,12,1
2018-08-31,XHN10003696,1,0
2018-08-31,XHN10003697,22,1
2018-08-31,XHN10003702,6,1
2018-08-31,XHN10003706,1,0
2018-08-31,XHN10003712,2,0
2018-08-31,XHN10003713,1,0
2018-08-31,XHN10003719,4,1
2018-08-31,XHN10003721,22,1
2018-08-31,XHN10003725,14,1
2018-08-31,XHN10003728,27,1
2018-08-31,XHN10003732,14,1
2018-08-31,XHN10003736,7,1
2018-08-31,XHN10003738,11,1
2018-08-31,XHN10003740,11,1
2018-08-31,XHN10003743,9,1
2018-08-31,XHN10003746,6,1
2018-08-31,XHN10003749,2,0
2018-08-31,XHN10003750,20,1
2018-08-31,XHN10003755,5,1
2018-08-31,XHN10003758,2,0
2018-08-31,XHN10003760,7,0
2018-08-31,XHN10003766,7,1
2018-08-31,XHN10003768,14,0
2018-08-31,XHN10003770,27,1
2018-08-31,XHN10003772,16,1
2018-08-31,XHN10003781,8,1
2018-08-31,XHN10003783,9,1
2018-08-31,XHN10003786,8,1
2018-08-31,XHN10003787,14,1
2018-08-31,XHN10003791,10,1
2018-08-31,XHN10003795,11,1
2018-08-31,XHN10003799,6,1
2018-08-31,XHN10003800,22,1
2018-08-31,XHN10003802,3,1
2018-08-31,XHN10003813,1,0
2018-08-31,XHN10003817,8,1
2018-08-31,XHN10003833,11,1
2018-08-31,XHN10003843,6,1
2018-08-31,XHN10003847,2,0
2018-08-31,XHN10003854,19,1
2018-08-31,XHN10003857,13,1
2018-08-31,XHN10003859,17,1
2018-08-31,XHN10003862,11,0
2018-08-31,XHN10003863,4,0
2018-08-31,XHN10003864,17,0
2018-08-31,XHN10003865,1,1
2018-08-31,XHN10003874,15,1
2018-08-31,XHN10003876,23,1
2018-08-31,XHN10003882,28,1
2018-08-31,XHN10003886,11,0
2018-08-31,XHN10003887,1,0
2018-08-31,XHN10003894,3,0
2018-08-31,XHN10003899,2,1
2018-08-31,XHN10003900,4,0
2018-08-31,XHN10003903,8,1
2018-08-31,XHN10003908,7,1
2018-08-31,XHN10003909,9,1
2018-08-31,XHN10003911,1,0
2018-08-31,XHN10003920,7,1
2018-08-31,XHN10003923,2,1
2018-08-31,XHN10003924,6,1
2018-08-31,XHN10003925,2,1
2018-08-31,XHN10003927,13,1
2018-08-31,XHN10003928,8,1
2018-08-31,XHN10003933,4,1
2018-08-31,XHN10003935,9,1
2018-08-31,XHN10003937,5,1
2018-08-31,XHN10003938,9,1
2018-08-31,XHN10003943,7,0
2018-08-31,XHN10003945,5,1
2018-08-31,XHN10003946,5,1
2018-08-31,XHN10003947,5,1
2018-08-31,XHN10003949,15,1
2018-08-31,XHN10003951,9,1
2018-08-31,XHN10003953,1,1
2018-08-31,XHN10003960,10,1
2018-08-31,XHN10003961,1,1
2018-08-31,XHN10003968,17,1
2018-08-31,XHN10003969,24,1
2018-08-31,XHN10003970,27,1
2018-08-31,XHN10003971,5,1
2018-08-31,XHN10003975,4,1
2018-08-31,XHN10003980,17,0
2018-08-31,XHN10003981,5,1
2018-08-31,XHN10003982,13,1
2018-08-31,XHN10003983,18,1
2018-08-31,XHN10003984,2,1
2018-08-31,XHN10003986,6,1
2018-08-31,XHN10003991,16,0
2018-08-31,XHN10003997,5,1
2018-08-31,XHN10004002,24,1
2018-08-31,XHN10004013,10,0
2018-08-31,XHN10004024,3,0
2018-08-31,XHN10004032,2,0
2018-08-31,XHN10004034,20,0
2018-08-31,XHN10004038,3,0
2018-08-31,XHN10004040,8,1
2018-08-31,XHN10004042,20,1
2018-08-31,XHN10004044,11,1
2018-08-31,XHN10004047,18,1
2018-08-31,XHN10004049,12,1
2018-08-31,XHN10004050,13,1
2018-08-31,XHN10004054,1,0
2018-08-31,XHN10004055,10,1
2018-08-31,XHN10004061,9,0
2018-08-31,XHN10004066,4,0
2018-08-31,XHN10004067,7,0
2018-08-31,XHN10004076,18,1
2018-08-31,XHN10004085,12,1
2018-08-31,XHN10004087,4,1
2018-08-31,XHN10004090,20,1
2018-08-31,XHN10004095,6,1
2018-08-31,XHN10004097,1,1
2018-08-31,XHN10004102,9,1
2018-08-31,XHN10004109,1,0
2018-08-31,XHN10004112,3,0
2018-08-31,XHN10004117,9,1
2018-08-31,XHN10004123,8,0
2018-08-31,XHN10004124,22,1
2018-08-31,XHN10004125,4,0
2018-08-31,XHN10004126,19,0
2018-08-31,XHN10004127,13,1
2018-08-31,XHN10004128,7,1
2018-08-31,XHN10004133,10,1
2018-08-31,XHN10004134,1,1
2018-08-31,XHN10004135,22,1
2018-08-31,XHN10004136,18,1
2018-08-31,XHN10004138,5,1
2018-08-31,XHN10004139,2,1
2018-08-31,XHN10004140,6,1
2018-08-31,XHN10004145,17,0
2018-08-31,XHN10004146,11,1
2018-08-31,XHN10004147,3,1
2018-08-31,XHN10004156,6,1
2018-08-31,XHN10004158,12,1
2018-08-31,XHN10004159,9,1
2018-08-31,XHN10004161,17,0
2018-08-31,XHN10004162,3,1
2018-08-31,XHN10004167,1,1
2018-08-31,XHN10004169,7,1
2018-08-31,XHN10004170,11,1
2018-08-31,XHN10004172,13,1
2018-08-31,XHN10004174,17,0
2018-08-31,XHN10004176,5,1
2018-08-31,XHN10004181,23,1
2018-08-31,XHN10004184,2,1
2018-08-31,XHN10004185,7,1
2018-08-31,XHN10004189,4,1
2018-08-31,XHN10004190,9,0
2018-08-31,XHN10004191,13,1
2018-08-31,XHN10004195,2,0
2018-08-31,XHN10004199,21,1
2018-08-31,XHN10004201,9,0
2018-08-31,XHN10004205,28,1
2018-08-31,XHN10004206,8,0
2018-08-31,XHN10004211,11,1
2018-08-31,XHN10004215,10,0
2018-08-31,XHN10004216,6,1
2018-08-31,XHN10004218,13,0
2018-08-31,XHN10004219,16,1
2018-08-31,XHN10004223,6,0
2018-08-31,XHN10004230,26,1
2018-08-31,XHN10004232,13,1
2018-08-31,XHN10004247,22,1
2018-08-31,XHN10004251,6,1
2018-08-31,XHN10004253,11,1
2018-08-31,XHN10004259,25,1
2018-08-31,XHN10004263,5,0
2018-08-31,XHN10004264,25,1
2018-08-31,XHN10004270,18,1
2018-08-31,XHN10004272,2,0
2018-08-31,XHN10004279,21,1
2018-08-31,XHN10004283,14,1
2018-08-31,XHN10004289,10,1
2018-08-31,XHN10004292,16,0
2018-08-31,XHN10004293,11,0
2018-08-31,XHN10004294,6,0
2018-08-31,XHN10004297,9,0
2018-08-31,XHN10004304,3,0
2018-08-31,XHN10004306,8,1
2018-08-31,XHN10004315,12,1
2018-08-31,XHN10004316,3,1
2018-08-31,XHN10004317,18,1
2018-08-31,XHN10004318,6,1
2018-08-31,XHN10004319,7,0
2018-08-31,XHN10004322,15,1
2018-08-31,XHN10004323,15,1
2018-08-31,XHN10004324,16,1
2018-08-31,XHN10004329,12,1
2018-08-31,XHN10004334,9,0
2018-08-31,XHN10004340,19,1
2018-08-31,XHN10004343,9,1
2018-08-31,XHN10004346,5,1
2018-08-31,XHN10004348,10,1
2018-08-31,XHN10004350,2,1
2018-08-31,XHN10004365,5,0
2018-08-31,XHN10004369,27,1
2018-08-31,XHN10004370,20,1
2018-08-31,XHN10004372,5,1
2018-08-31,XHN10004373,12,1
2018-08-31,XHN10004376,3,1
2018-08-31,XHN10004378,5,1
2018-08-31,XHN10004379,4,0
2018-08-31,XHN10004395,26,1
2018-08-31,XHN10004399,2,0
2018-08-31,XHN10004404,2,0
2018-08-31,XHN10004406,16,1
2018-08-31,XHN10004407,19,1
2018-08-31,XHN10004414,6,0
2018-08-31,XHN10004415,9,1
2018-08-31,XHN10004416,7,1
2018-08-31,XHN10004418,6,1
2018-08-31,XHN10004419,4,1
2018-08-31,XHN10004430,20,1
2018-08-31,XHN10004435,12,1
2018-08-31,XHN10004437,18,0
2018-08-31,XHN10004440,10,1
2018-08-31,XHN10004442,16,1
2018-08-31,XHN10004446,7,0
2018-08-31,XHN10004449,4,1
2018-08-31,XHN10004453,22,1
2018-08-31,XHN10004454,12,1
2018-08-31,XHN10004457,1,1
2018-08-31,XHN10004458,14,1
2018-08-31,XHN10004465,11,1
2018-08-31,XHN10004466,13,1
2018-08-31,XHN10004468,9,1
2018-08-31,XHN10004470,4,0
2018-08-31,XHN10004473,6,0
2018-08-31,XHN10004477,8,1
2018-08-31,XHN10004481,1,1
2018-08-31,XHN10004486,5,1
2018-08-31,XHN10004492,1,1
2018-08-31,XHN10004497,4,1
2018-08-31,XHN10004498,15,1
2018-08-31,XHN10004499,2,1
2018-08-31,XHN10004501,14,1
2018-08-31,XHN10004505,24,1
2018-08-31,XHN10004506,5,1
2018-08-31,XHN10004513,20,1
2018-08-31,XHN10004514,10,1
2018-08-31,XHN10004517,9,1
2018-08-31,XHN10004523,24,1
2018-08-31,XHN10004527,23,0
2018-08-31,XHN10004530,1,1
2018-08-31,XHN10004536,6,1
2018-08-31,XHN10004537,6,1
2018-08-31,XHN10004542,4,1
2018-08-31,XHN10004548,3,0
2018-08-31,XHN10004550,5,1
2018-08-31,XHN10004551,13,1
2018-08-31,XHN10004553,16,1
2018-08-31,XHN10004561,27,1
2018-08-31,XHN10004565,11,0
2018-08-31,XHN10004567,7,1
2018-08-31,XHN10004568,8,1
2018-08-31,XHN10004574,8,1
2018-08-31,XHN10004579,13,1
2018-08-31,XHN10004580,9,1
2018-08-31,XHN10004582,1,0
2018-08-31,XHN10004588,5,0
2018-08-31,XHN10004589,7,1
2018-08-31,XHN10004590,9,1
2018-08-31,XHN10004591,1,1
2018-08-31,XHN10004592,20,1
2018-08-31,XHN10004593,12,1
2018-08-31,XHN10004604,15,0
2018-08-31,XHN10004612,8,1
2018-08-31,XHN10004614,14,1
2018-08-31,XHN10004616,7,1
2018-08-31,XHN10004617,4,1
2018-08-31,XHN10004623,2,1
2018-08-31,XHN10004625,4,1
2018-08-31,XHN10004626,7,0
2018-08-31,XHN10004632,2,0
2018-08-31,XHN10004633,5,0
2018-08-31,XHN10004635,8,1
2018-08-31,XHN10004644,6,1
2018-08-31,XHN10004646,21,1
2018-08-31,XHN10004651,11,0
2018-08-31,XHN10004653,2,0
2018-08-31,XHN10004656,22,1
2018-08-31,XHN10004658,11,1
2018-08-31,XHN10004659,7,0
2018-08-31,XHN10004661,9,1
2018-08-31,XHN10004663,3,1
2018-08-31,XHN10004665,1,0
2018-08-31,XHN10004667,2,1
2018-08-31,XHN10004670,20,1
2018-08-31,XHN10004672,6,0
2018-08-31,XHN10004677,4,0
2018-08-31,XHN10004678,13,0
2018-08-31,XHN10004690,6,0
2018-08-31,XHN10004695,4,0
2018-08-31,XHN10004698,8,0
2018-08-31,XHN10004705,17,1
2018-08-31,XHN10004707,6,1
2018-08-31,XHN10004708,14,1
2018-08-31,XHN10004711,23,1
2018-08-31,XHN10004714,4,0
2018-08-31,XHN10004715,27,1
2018-08-31,XHN10004716,3,1
2018-08-31,XHN10004718,3,1
2018-08-31,XHN10004719,21,0
2018-08-31,XHN10004727,16,1
2018-08-31,XHN10004728,6,1
2018-08-31,XHN10004730,8,0
2018-08-31,XHN10004732,12,1
2018-08-31,XHN10004744,8,0
2018-08-31,XHN10004746,10,0
2018-08-31,XHN10004747,21,1
2018-08-31,XHN10004757,4,0
2018-08-31,XHN10004759,4,1
2018-08-31,XHN10004766,6,0
2018-08-31,XHN10004770,4,1
2018-08-31,XHN10004775,7,1
2018-08-31,XHN10004776,3,0
2018-08-31,XHN10004778,19,1
